scenario,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2
region,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,0.40,0.10,0.10,0.10,2.80,4.90,3.30,10.30,0.10,0.10,2.50,0.20,0.40,0.10,0.10,0.10,2.80,5.00,3.30,10.40,0.10,0.10,2.50,0.20,0.40,0.10,0.10,0.10,2.80,4.90,3.30,10.30,0.10,0.10,2.50,0.20,0.20,0.10,0.10,0.10,1.60,3.40,2.10,8.40,0.10,0.10,1.50,0.20,0.20,0.10,0.10,0.10,1.70,3.50,2.20,8.60,0.10,0.10,1.50,0.20,0.20,0.10,0.10,0.10,1.90,3.80,2.40,9.00,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,0.80,2.10,1.20,6.50,0.10,0.10,0.90,0.20,0.70,0.10,0.10,0.20,3.90,6.20,4.40,11.70,0.10,0.10,3.20,0.20,0.70,0.10,0.10,0.20,3.90,6.20,4.40,11.70,0.10,0.10,3.20,0.20
2016-07-28,0.40,0.10,0.10,0.10,2.90,5.10,3.30,10.20,0.10,0.10,2.50,0.20,0.40,0.10,0.10,0.10,3.00,5.10,3.40,10.30,0.10,0.10,2.50,0.20,0.40,0.10,0.10,0.10,2.90,5.10,3.30,10.20,0.10,0.10,2.50,0.20,0.20,0.10,0.10,0.10,1.70,3.40,2.10,8.20,0.10,0.10,1.60,0.20,0.20,0.10,0.10,0.10,1.80,3.60,2.30,8.50,0.10,0.10,1.50,0.20,0.20,0.10,0.10,0.10,2.10,3.90,2.50,8.90,0.10,0.10,1.70,0.20,0.10,0.10,0.10,0.10,0.80,2.10,1.10,6.20,0.10,0.10,0.90,0.20,0.70,0.10,0.10,0.20,4.10,6.40,4.50,11.60,0.10,0.10,3.20,0.20,0.70,0.10,0.10,0.20,4.10,6.40,4.50,11.60,0.10,0.10,3.20,0.20
2016-07-29,0.50,0.10,0.10,0.10,3.10,5.20,3.50,10.30,0.10,0.10,2.50,0.20,0.50,0.10,0.10,0.10,3.20,5.40,3.70,10.50,0.10,0.10,2.50,0.20,0.50,0.10,0.10,0.10,3.10,5.20,3.50,10.30,0.10,0.10,2.50,0.20,0.20,0.10,0.10,0.10,1.80,3.60,2.20,8.30,0.10,0.10,1.60,0.20,0.20,0.10,0.10,0.10,2.00,3.80,2.50,8.70,0.10,0.10,1.60,0.20,0.30,0.10,0.10,0.10,2.30,4.10,2.70,9.10,0.10,0.10,1.70,0.20,0.10,0.10,0.10,0.10,0.90,2.10,1.20,6.20,0.10,0.10,0.90,0.20,0.80,0.10,0.20,0.20,4.30,6.60,4.80,11.90,0.10,0.10,3.30,0.20,0.80,0.10,0.20,0.20,4.30,6.70,4.80,11.90,0.10,0.10,3.30,0.20
2016-07-30,0.50,0.10,0.10,0.10,3.10,5.20,3.50,10.00,0.10,0.10,2.60,0.20,0.60,0.10,0.10,0.10,3.30,5.40,3.70,10.30,0.10,0.10,2.60,0.20,0.50,0.10,0.10,0.10,3.10,5.20,3.50,10.00,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.80,3.50,2.20,7.90,0.10,0.10,1.60,0.20,0.30,0.10,0.10,0.10,2.10,3.80,2.50,8.50,0.10,0.10,1.60,0.20,0.30,0.10,0.10,0.10,2.30,4.10,2.80,8.90,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.80,2.00,1.10,5.70,0.10,0.10,1.00,0.20,0.90,0.10,0.20,0.20,4.40,6.60,4.80,11.70,0.10,0.10,3.30,0.20,0.90,0.10,0.20,0.20,4.40,6.70,4.80,11.70,0.10,0.10,3.30,0.20
2016-07-31,0.50,0.10,0.10,0.10,3.00,5.10,3.30,9.60,0.10,0.10,2.60,0.20,0.60,0.10,0.10,0.10,3.20,5.30,3.60,10.00,0.10,0.10,2.60,0.20,0.50,0.10,0.10,0.10,3.00,5.10,3.30,9.60,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.70,3.30,2.00,7.50,0.10,0.10,1.60,0.20,0.30,0.00,0.10,0.10,2.10,3.80,2.50,8.20,0.10,0.10,1.70,0.20,0.40,0.00,0.10,0.10,2.30,4.10,2.70,8.60,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.80,1.90,1.00,5.30,0.10,0.10,1.00,0.20,0.90,0.10,0.20,0.20,4.30,6.60,4.70,11.40,0.10,0.10,3.30,0.20,0.90,0.10,0.20,0.20,4.30,6.60,4.70,11.40,0.10,0.10,3.30,0.20
2016-08-01,0.50,0.10,0.10,0.10,2.80,4.90,3.20,9.20,0.10,0.10,2.60,0.20,0.60,0.10,0.20,0.10,3.20,5.30,3.50,9.80,0.10,0.10,2.60,0.20,0.50,0.10,0.10,0.10,2.80,4.90,3.20,9.30,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.60,3.20,1.90,7.10,0.10,0.10,1.60,0.20,0.30,0.00,0.10,0.10,2.00,3.80,2.40,8.00,0.10,0.10,1.70,0.20,0.40,0.00,0.10,0.10,2.30,4.10,2.70,8.40,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.70,1.70,0.90,4.90,0.10,0.10,0.90,0.20,0.90,0.10,0.20,0.20,4.20,6.50,4.50,11.10,0.10,0.10,3.30,0.20,0.90,0.10,0.20,0.20,4.20,6.50,4.60,11.10,0.10,0.10,3.30,0.20
2016-08-02,0.50,0.10,0.10,0.10,2.70,4.80,3.10,9.30,0.10,0.10,2.50,0.20,0.60,0.00,0.20,0.10,3.10,5.30,3.60,9.90,0.10,0.10,2.60,0.20,0.50,0.10,0.10,0.10,2.70,4.90,3.20,9.30,0.10,0.10,2.50,0.20,0.20,0.10,0.10,0.10,1.50,3.10,1.80,7.10,0.10,0.10,1.60,0.20,0.30,0.00,0.10,0.10,2.00,3.80,2.50,8.30,0.10,0.10,1.70,0.20,0.40,0.00,0.10,0.10,2.30,4.10,2.70,8.70,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.60,1.70,0.90,5.00,0.10,0.10,0.90,0.20,0.90,0.10,0.20,0.20,4.10,6.50,4.60,11.20,0.10,0.10,3.30,0.20,0.90,0.10,0.20,0.20,4.10,6.50,4.60,11.20,0.10,0.10,3.30,0.20
2016-08-03,0.50,0.10,0.10,0.10,2.60,4.70,3.10,9.10,0.10,0.10,2.50,0.20,0.60,0.00,0.20,0.10,3.20,5.30,3.70,9.90,0.10,0.10,2.60,0.20,0.50,0.10,0.10,0.10,2.70,4.80,3.10,9.20,0.10,0.10,2.50,0.20,0.20,0.10,0.10,0.10,1.40,3.00,1.80,7.00,0.10,0.10,1.60,0.20,0.30,0.00,0.10,0.10,2.10,3.80,2.60,8.30,0.10,0.10,1.70,0.20,0.40,0.00,0.10,0.10,2.30,4.20,2.80,8.70,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.60,1.60,0.90,4.80,0.10,0.10,0.90,0.20,0.90,0.10,0.20,0.20,4.10,6.40,4.60,11.20,0.10,0.10,3.30,0.20,1.00,0.10,0.20,0.20,4.20,6.50,4.70,11.20,0.10,0.10,3.30,0.20
2016-08-04,0.40,0.10,0.10,0.10,2.40,4.40,2.70,8.70,0.10,0.10,2.50,0.20,0.60,0.00,0.20,0.10,3.00,5.10,3.40,9.70,0.10,0.10,2.60,0.20,0.40,0.10,0.10,0.10,2.50,4.50,2.80,8.80,0.10,0.10,2.50,0.20,0.20,0.10,0.10,0.10,1.20,2.70,1.50,6.60,0.10,0.10,1.50,0.20,0.30,0.00,0.10,0.10,2.00,3.70,2.40,8.20,0.10,0.10,1.70,0.20,0.40,0.00,0.10,0.10,2.30,4.00,2.60,8.50,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.50,1.40,0.70,4.50,0.10,0.10,0.80,0.20,0.90,0.10,0.20,0.20,3.90,6.20,4.30,10.80,0.10,0.10,3.30,0.20,0.90,0.10,0.20,0.20,4.00,6.30,4.40,10.90,0.10,0.10,3.30,0.20
2016-08-05,0.30,0.10,0.10,0.10,2.20,4.20,2.50,8.50,0.10,0.10,2.50,0.20,0.50,0.00,0.10,0.10,2.90,5.00,3.20,9.60,0.10,0.10,2.60,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.50,8.60,0.10,0.10,2.50,0.20,0.10,0.10,0.10,0.10,1.10,2.60,1.40,6.50,0.10,0.10,1.50,0.20,0.30,0.00,0.10,0.10,1.90,3.70,2.30,8.20,0.10,0.10,1.70,0.20,0.30,0.00,0.10,0.10,2.10,4.00,2.50,8.50,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.40,1.30,0.60,4.40,0.10,0.10,0.80,0.20,0.80,0.00,0.20,0.20,3.70,6.10,4.10,10.70,0.10,0.10,3.30,0.20,0.80,0.00,0.20,0.20,3.80,6.10,4.10,10.80,0.10,0.10,3.30,0.20
2016-08-06,0.30,0.10,0.10,0.10,1.90,4.00,2.30,8.30,0.10,0.10,2.50,0.20,0.50,0.00,0.10,0.10,2.70,4.80,3.10,9.40,0.10,0.10,2.60,0.20,0.30,0.10,0.10,0.10,2.00,4.00,2.30,8.30,0.10,0.10,2.50,0.20,0.10,0.10,0.10,0.10,0.90,2.40,1.20,6.20,0.10,0.10,1.50,0.20,0.30,0.00,0.10,0.10,1.80,3.60,2.20,8.20,0.10,0.10,1.70,0.20,0.30,0.00,0.10,0.10,2.00,3.90,2.40,8.50,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.30,1.10,0.50,4.20,0.10,0.10,0.80,0.20,0.70,0.00,0.10,0.20,3.50,5.90,3.80,10.40,0.10,0.10,3.30,0.20,0.70,0.00,0.20,0.20,3.50,5.90,3.90,10.50,0.10,0.10,3.30,0.20
2016-08-07,0.20,0.10,0.10,0.10,1.80,4.00,2.20,8.50,0.10,0.10,2.40,0.20,0.40,0.00,0.10,0.10,2.70,4.90,3.10,9.80,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.90,4.00,2.30,8.60,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,0.80,2.40,1.20,6.50,0.10,0.10,1.50,0.20,0.20,0.00,0.10,0.10,1.80,3.70,2.30,8.60,0.10,0.10,1.70,0.20,0.30,0.00,0.10,0.10,2.00,4.00,2.50,8.90,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.30,1.20,0.50,4.50,0.10,0.10,0.80,0.20,0.60,0.00,0.10,0.20,3.40,5.90,3.80,10.70,0.10,0.10,3.30,0.20,0.70,0.00,0.10,0.20,3.50,6.00,3.90,10.80,0.10,0.10,3.30,0.20
2016-08-08,0.20,0.10,0.10,0.10,1.70,3.90,2.20,8.70,0.10,0.10,2.40,0.20,0.40,0.00,0.10,0.10,2.60,5.00,3.20,10.10,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.80,4.00,2.20,8.80,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,0.80,2.40,1.20,6.70,0.10,0.10,1.50,0.20,0.20,0.00,0.10,0.10,1.90,3.90,2.40,9.00,0.10,0.10,1.70,0.20,0.30,0.00,0.10,0.10,2.00,4.10,2.60,9.20,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.20,1.20,0.50,4.70,0.10,0.10,0.80,0.20,0.60,0.00,0.10,0.20,3.30,5.90,3.80,10.90,0.10,0.10,3.30,0.20,0.60,0.00,0.10,0.20,3.40,6.00,3.90,11.00,0.10,0.10,3.30,0.20
2016-08-09,0.20,0.10,0.10,0.10,2.00,4.30,2.50,9.40,0.10,0.10,2.40,0.20,0.50,0.00,0.10,0.10,3.10,5.50,3.70,11.00,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,2.10,4.40,2.60,9.50,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.00,2.60,1.40,7.30,0.10,0.10,1.40,0.20,0.30,0.00,0.10,0.10,2.40,4.40,2.90,9.90,0.10,0.10,1.70,0.20,0.30,0.00,0.10,0.10,2.50,4.70,3.10,10.20,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.30,1.40,0.60,5.20,0.10,0.10,0.80,0.20,0.70,0.00,0.10,0.20,3.80,6.40,4.30,11.80,0.10,0.10,3.30,0.20,0.70,0.00,0.10,0.20,3.90,6.50,4.50,11.90,0.10,0.10,3.30,0.20
2016-08-10,0.20,0.10,0.10,0.10,2.10,4.20,2.30,9.00,0.10,0.10,2.40,0.20,0.50,0.00,0.10,0.10,3.30,5.50,3.60,10.70,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,2.10,4.20,2.40,9.10,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.00,2.50,1.20,6.80,0.10,0.10,1.40,0.20,0.30,0.00,0.10,0.10,2.60,4.50,2.90,9.70,0.10,0.10,1.70,0.20,0.30,0.00,0.10,0.10,2.70,4.70,3.10,9.90,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.30,1.30,0.50,4.70,0.10,0.10,0.80,0.20,0.70,0.00,0.10,0.20,3.90,6.30,4.20,11.50,0.10,0.10,3.30,0.20,0.70,0.00,0.10,0.20,4.00,6.50,4.40,11.60,0.10,0.10,3.30,0.20
2016-08-11,0.20,0.10,0.10,0.10,1.90,4.00,2.10,8.70,0.10,0.10,2.30,0.20,0.50,0.00,0.10,0.10,3.20,5.50,3.40,10.50,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.90,4.10,2.10,8.80,0.10,0.10,2.30,0.20,0.10,0.10,0.10,0.10,0.80,2.40,1.00,6.60,0.10,0.10,1.40,0.20,0.30,0.00,0.10,0.10,2.50,4.50,2.80,9.60,0.10,0.10,1.70,0.20,0.30,0.00,0.10,0.10,2.70,4.70,2.90,9.80,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.30,1.20,0.40,4.60,0.10,0.10,0.70,0.20,0.70,0.00,0.10,0.20,3.80,6.30,4.00,11.20,0.10,0.10,3.20,0.20,0.70,0.00,0.10,0.20,3.90,6.40,4.10,11.30,0.10,0.10,3.30,0.20
2016-08-12,0.20,0.10,0.10,0.10,1.70,3.90,2.10,8.70,0.10,0.10,2.30,0.20,0.50,0.00,0.10,0.10,3.10,5.50,3.40,10.60,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.80,4.00,2.10,8.80,0.10,0.10,2.30,0.20,0.10,0.10,0.10,0.10,0.70,2.30,1.10,6.80,0.10,0.10,1.40,0.20,0.30,0.00,0.10,0.10,2.40,4.50,2.80,9.80,0.10,0.10,1.80,0.20,0.40,0.00,0.10,0.10,2.60,4.80,3.00,10.00,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.20,1.20,0.50,4.90,0.10,0.10,0.70,0.20,0.60,0.00,0.10,0.20,3.60,6.20,4.00,11.20,0.10,0.10,3.20,0.20,0.70,0.00,0.10,0.20,3.80,6.40,4.10,11.40,0.10,0.10,3.20,0.20
2016-08-13,0.20,0.10,0.10,0.10,1.80,4.00,2.20,9.00,0.10,0.10,2.30,0.20,0.50,0.00,0.10,0.10,3.20,5.60,3.70,10.90,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.80,4.10,2.30,9.10,0.10,0.10,2.30,0.20,0.10,0.10,0.10,0.10,0.80,2.40,1.20,7.00,0.10,0.10,1.30,0.20,0.40,0.00,0.10,0.10,2.60,4.80,3.10,10.20,0.10,0.10,1.80,0.20,0.40,0.00,0.10,0.10,2.80,5.00,3.30,10.40,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.30,1.30,0.60,5.10,0.10,0.10,0.70,0.20,0.70,0.00,0.10,0.20,3.80,6.40,4.20,11.50,0.10,0.10,3.20,0.20,0.70,0.00,0.20,0.20,3.90,6.50,4.40,11.70,0.10,0.10,3.20,0.20
2016-08-14,0.20,0.10,0.10,0.10,1.90,4.00,2.30,8.80,0.10,0.10,2.20,0.20,0.60,0.00,0.10,0.10,3.40,5.70,3.90,10.90,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.90,4.10,2.40,8.90,0.10,0.10,2.30,0.20,0.10,0.10,0.10,0.10,0.90,2.40,1.30,6.80,0.10,0.10,1.30,0.20,0.40,0.00,0.10,0.10,2.90,4.90,3.40,10.20,0.10,0.10,1.80,0.20,0.50,0.00,0.10,0.10,3.00,5.10,3.50,10.40,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.30,1.30,0.60,4.90,0.10,0.10,0.70,0.20,0.70,0.00,0.20,0.20,4.00,6.40,4.40,11.50,0.10,0.10,3.20,0.20,0.80,0.00,0.20,0.20,4.10,6.60,4.50,11.70,0.10,0.10,3.20,0.20
2016-08-15,0.20,0.10,0.10,0.10,1.90,3.90,2.30,8.40,0.10,0.10,2.20,0.20,0.60,0.00,0.20,0.10,3.50,5.70,3.90,10.70,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,2.00,4.00,2.40,8.60,0.10,0.10,2.20,0.20,0.10,0.10,0.10,0.10,0.90,2.30,1.30,6.40,0.10,0.10,1.30,0.20,0.50,0.00,0.10,0.10,3.00,5.00,3.40,10.00,0.10,0.10,1.80,0.20,0.50,0.00,0.10,0.10,3.10,5.20,3.50,10.20,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.40,1.20,0.60,4.50,0.10,0.10,0.70,0.20,0.80,0.00,0.20,0.20,4.00,6.40,4.40,11.20,0.10,0.10,3.20,0.20,0.80,0.00,0.20,0.20,4.10,6.50,4.50,11.40,0.10,0.10,3.20,0.20
2016-08-16,0.20,0.10,0.10,0.10,1.90,3.90,2.40,8.30,0.10,0.10,2.20,0.20,0.70,0.00,0.20,0.10,3.60,5.80,4.10,10.70,0.10,0.10,2.60,0.20,0.30,0.10,0.10,0.10,2.00,4.00,2.40,8.40,0.10,0.10,2.20,0.20,0.10,0.10,0.10,0.10,0.90,2.30,1.30,6.30,0.10,0.10,1.30,0.20,0.50,0.00,0.10,0.10,3.10,5.10,3.60,10.00,0.10,0.10,1.90,0.20,0.60,0.00,0.10,0.10,3.20,5.30,3.70,10.20,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,0.40,1.20,0.60,4.40,0.10,0.10,0.70,0.20,0.80,0.00,0.20,0.20,4.00,6.40,4.50,11.20,0.10,0.10,3.20,0.20,0.90,0.00,0.20,0.20,4.20,6.60,4.60,11.40,0.10,0.10,3.20,0.20
2016-08-17,0.30,0.10,0.10,0.10,2.00,3.90,2.40,8.40,0.10,0.10,2.20,0.20,0.70,0.00,0.20,0.10,3.70,5.90,4.20,10.80,0.10,0.10,2.60,0.20,0.30,0.10,0.10,0.10,2.00,4.00,2.50,8.50,0.10,0.10,2.20,0.20,0.10,0.10,0.10,0.10,1.00,2.30,1.40,6.40,0.10,0.10,1.30,0.20,0.60,0.00,0.10,0.10,3.30,5.20,3.80,10.20,0.10,0.10,1.90,0.20,0.60,0.00,0.20,0.10,3.40,5.40,3.90,10.40,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,0.40,1.20,0.70,4.50,0.10,0.10,0.70,0.20,0.90,0.00,0.20,0.20,4.10,6.40,4.60,11.30,0.10,0.10,3.20,0.20,0.90,0.00,0.20,0.20,4.30,6.60,4.80,11.50,0.10,0.10,3.20,0.20
2016-08-18,0.30,0.10,0.10,0.10,2.00,4.00,2.50,8.70,0.10,0.10,2.10,0.20,0.80,0.00,0.20,0.20,3.90,6.10,4.40,11.20,0.10,0.10,2.70,0.20,0.30,0.10,0.10,0.10,2.10,4.10,2.60,8.80,0.10,0.10,2.20,0.20,0.10,0.10,0.10,0.10,1.00,2.40,1.40,6.70,0.10,0.10,1.20,0.20,0.70,0.00,0.20,0.10,3.40,5.50,4.00,10.60,0.10,0.10,2.00,0.20,0.70,0.00,0.20,0.10,3.50,5.60,4.10,10.70,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,0.40,1.30,0.70,4.80,0.10,0.10,0.60,0.20,1.00,0.00,0.20,0.20,4.20,6.60,4.80,11.60,0.10,0.10,3.20,0.20,1.00,0.00,0.20,0.20,4.40,6.80,4.90,11.80,0.10,0.10,3.20,0.20
2016-08-19,0.30,0.10,0.10,0.10,2.00,3.90,2.40,8.50,0.10,0.10,2.10,0.20,0.80,0.00,0.20,0.20,3.90,6.10,4.30,11.00,0.10,0.10,2.70,0.20,0.30,0.10,0.10,0.10,2.10,4.00,2.50,8.60,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,1.00,2.30,1.40,6.50,0.10,0.10,1.20,0.20,0.70,0.00,0.20,0.10,3.50,5.50,3.90,10.50,0.10,0.10,2.00,0.20,0.70,0.00,0.20,0.10,3.60,5.60,4.00,10.70,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,0.40,1.20,0.70,4.60,0.10,0.10,0.60,0.20,0.90,0.00,0.20,0.20,4.20,6.50,4.60,11.50,0.10,0.10,3.20,0.20,1.00,0.00,0.20,0.20,4.40,6.70,4.80,11.70,0.10,0.10,3.20,0.20
2016-08-20,0.30,0.10,0.10,0.10,1.90,3.80,2.30,8.50,0.10,0.10,2.10,0.20,0.80,0.00,0.20,0.20,3.80,6.10,4.20,11.00,0.10,0.10,2.70,0.20,0.30,0.10,0.10,0.10,2.00,3.90,2.40,8.60,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,0.90,2.30,1.30,6.50,0.10,0.10,1.20,0.20,0.70,0.00,0.20,0.10,3.40,5.60,3.90,10.60,0.10,0.10,2.10,0.20,0.70,0.00,0.20,0.10,3.50,5.70,4.00,10.70,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,0.40,1.20,0.60,4.70,0.10,0.10,0.60,0.20,0.90,0.00,0.20,0.20,4.10,6.50,4.50,11.40,0.10,0.10,3.20,0.20,1.00,0.00,0.20,0.20,4.20,6.70,4.70,11.60,0.10,0.10,3.20,0.20
2016-08-21,0.30,0.10,0.10,0.10,1.80,3.70,2.20,8.30,0.10,0.10,2.10,0.20,0.80,0.00,0.20,0.20,3.60,6.00,4.10,10.90,0.10,0.10,2.70,0.20,0.30,0.10,0.10,0.10,1.80,3.80,2.20,8.30,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,0.80,2.20,1.20,6.30,0.10,0.10,1.20,0.20,0.70,0.00,0.20,0.10,3.30,5.50,3.80,10.40,0.10,0.10,2.10,0.20,0.70,0.00,0.20,0.10,3.40,5.60,3.80,10.50,0.10,0.10,2.20,0.20,0.10,0.10,0.10,0.10,0.30,1.10,0.60,4.50,0.10,0.10,0.60,0.20,0.90,0.00,0.20,0.20,3.90,6.40,4.30,11.20,0.10,0.10,3.20,0.20,0.90,0.00,0.20,0.20,4.10,6.50,4.50,11.40,0.10,0.10,3.30,0.20
2016-08-22,0.20,0.10,0.10,0.10,1.70,3.60,2.10,8.30,0.10,0.10,2.10,0.10,0.80,0.00,0.20,0.20,3.60,6.00,4.00,10.90,0.10,0.10,2.80,0.10,0.20,0.10,0.10,0.10,1.80,3.70,2.20,8.30,0.10,0.10,2.10,0.10,0.10,0.10,0.10,0.10,0.80,2.20,1.20,6.40,0.10,0.10,1.20,0.10,0.70,0.00,0.20,0.10,3.30,5.50,3.80,10.50,0.10,0.10,2.10,0.10,0.70,0.00,0.20,0.10,3.40,5.60,3.80,10.60,0.10,0.10,2.20,0.10,0.10,0.10,0.10,0.10,0.30,1.20,0.60,4.60,0.10,0.10,0.60,0.10,0.80,0.10,0.20,0.20,3.80,6.30,4.30,11.20,0.10,0.10,3.20,0.10,0.90,0.10,0.20,0.20,4.00,6.50,4.40,11.40,0.10,0.10,3.30,0.10
2016-08-23,0.20,0.10,0.10,0.10,1.70,3.60,2.10,8.20,0.10,0.10,2.10,0.10,0.70,0.10,0.20,0.20,3.60,6.00,4.00,10.80,0.10,0.10,2.80,0.10,0.20,0.10,0.10,0.10,1.70,3.70,2.10,8.30,0.10,0.10,2.10,0.10,0.10,0.10,0.10,0.10,0.80,2.20,1.20,6.40,0.10,0.10,1.20,0.10,0.70,0.10,0.20,0.10,3.40,5.60,3.70,10.50,0.10,0.10,2.20,0.10,0.70,0.10,0.20,0.10,3.40,5.70,3.80,10.60,0.10,0.10,2.30,0.10,0.10,0.10,0.10,0.10,0.30,1.20,0.60,4.60,0.10,0.10,0.60,0.10,0.80,0.10,0.20,0.20,3.80,6.30,4.20,11.10,0.10,0.10,3.20,0.10,0.90,0.10,0.20,0.20,4.00,6.50,4.30,11.30,0.10,0.10,3.30,0.10
