scenario,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2
region,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,0.60,0.10,0.20,0.10,3.50,5.50,3.80,9.40,0.10,0.20,2.30,0.10,0.60,0.10,0.20,0.10,3.50,5.50,3.80,9.40,0.10,0.20,2.30,0.10,0.60,0.10,0.20,0.10,3.50,5.50,3.80,9.40,0.10,0.20,2.30,0.10,0.60,0.10,0.20,0.10,3.50,5.50,3.80,9.40,0.10,0.20,2.30,0.10,0.60,0.10,0.20,0.10,3.50,5.50,3.80,9.40,0.10,0.20,2.30,0.10,0.60,0.10,0.20,0.10,3.50,5.50,3.80,9.40,0.10,0.20,2.30,0.10,0.60,0.10,0.20,0.10,3.60,5.50,3.80,9.50,0.10,0.20,2.30,0.10,0.60,0.10,0.20,0.10,3.50,5.50,3.80,9.40,0.10,0.20,2.30,0.10,0.60,0.10,0.20,0.10,3.50,5.50,3.80,9.40,0.10,0.20,2.30,0.10
2016-05-05,0.60,0.10,0.10,0.10,3.30,5.20,3.60,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.30,5.20,3.60,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.30,5.20,3.60,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.40,5.30,3.60,9.20,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.40,5.30,3.60,9.20,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.40,5.30,3.60,9.20,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.40,5.30,3.60,9.20,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.30,5.20,3.60,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.30,5.20,3.60,9.10,0.10,0.20,2.30,0.20
2016-05-06,0.60,0.10,0.10,0.10,3.30,5.20,3.50,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.30,5.20,3.50,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.30,5.20,3.50,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.30,5.20,3.60,9.20,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.30,5.20,3.60,9.20,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.30,5.20,3.60,9.20,0.10,0.20,2.30,0.20,0.60,0.10,0.20,0.10,3.30,5.30,3.60,9.20,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.20,5.20,3.50,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.20,5.20,3.50,9.10,0.10,0.20,2.30,0.20
2016-05-07,0.60,0.10,0.10,0.10,3.20,5.10,3.50,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.20,5.10,3.50,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.20,5.10,3.50,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.20,0.10,3.20,5.20,3.50,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.20,0.10,3.20,5.20,3.50,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.20,0.10,3.20,5.20,3.50,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.20,0.10,3.30,5.20,3.60,9.20,0.10,0.20,2.40,0.20,0.60,0.10,0.10,0.10,3.20,5.10,3.50,9.00,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.20,5.10,3.50,9.00,0.10,0.20,2.30,0.20
2016-05-08,0.60,0.10,0.20,0.10,3.10,5.10,3.40,9.20,0.10,0.20,2.40,0.20,0.60,0.10,0.20,0.10,3.10,5.10,3.40,9.20,0.10,0.20,2.40,0.20,0.60,0.10,0.20,0.10,3.10,5.10,3.40,9.20,0.10,0.20,2.40,0.20,0.60,0.10,0.20,0.10,3.20,5.10,3.50,9.20,0.10,0.20,2.40,0.20,0.60,0.10,0.20,0.10,3.20,5.10,3.50,9.20,0.10,0.20,2.40,0.20,0.60,0.10,0.20,0.10,3.20,5.10,3.50,9.20,0.10,0.20,2.40,0.20,0.60,0.10,0.20,0.10,3.30,5.20,3.60,9.40,0.10,0.20,2.40,0.20,0.60,0.10,0.10,0.10,3.10,5.00,3.40,9.10,0.10,0.20,2.30,0.20,0.60,0.10,0.10,0.10,3.10,5.00,3.40,9.10,0.10,0.20,2.30,0.20
2016-05-09,0.50,0.10,0.10,0.10,3.00,4.90,3.30,8.90,0.10,0.20,2.40,0.20,0.50,0.10,0.10,0.10,3.00,4.90,3.30,8.90,0.10,0.20,2.40,0.20,0.50,0.10,0.10,0.10,3.00,4.90,3.30,8.90,0.10,0.20,2.40,0.20,0.60,0.10,0.20,0.10,3.00,5.00,3.40,9.00,0.10,0.20,2.40,0.20,0.60,0.10,0.20,0.10,3.00,5.00,3.40,9.00,0.10,0.20,2.40,0.20,0.60,0.10,0.20,0.10,3.00,5.00,3.40,9.00,0.10,0.20,2.40,0.20,0.60,0.10,0.20,0.10,3.10,5.10,3.50,9.10,0.10,0.20,2.40,0.20,0.50,0.10,0.10,0.10,2.90,4.90,3.20,8.80,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.90,4.90,3.20,8.80,0.10,0.20,2.30,0.20
2016-05-10,0.50,0.10,0.10,0.10,2.90,4.80,3.20,8.90,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.90,4.80,3.20,8.90,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.90,4.80,3.20,8.90,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,3.00,4.90,3.30,9.00,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,3.00,4.90,3.30,9.00,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,3.00,4.90,3.30,9.00,0.10,0.20,2.30,0.20,0.60,0.10,0.20,0.10,3.10,5.00,3.40,9.10,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.80,4.80,3.10,8.80,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.80,4.80,3.10,8.80,0.10,0.20,2.30,0.20
2016-05-11,0.50,0.10,0.10,0.10,2.80,4.70,3.00,8.80,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.80,4.70,3.00,8.80,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.80,4.70,3.00,8.80,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.90,4.80,3.10,8.90,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.90,4.80,3.10,8.90,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.90,4.80,3.10,8.90,0.10,0.20,2.30,0.20,0.50,0.10,0.20,0.10,3.00,4.90,3.20,9.10,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.70,4.60,3.00,8.70,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.70,4.60,3.00,8.70,0.10,0.20,2.30,0.20
2016-05-12,0.40,0.10,0.10,0.10,2.60,4.60,2.80,8.90,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.60,4.60,2.80,8.90,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.60,4.60,2.80,8.90,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.70,4.70,2.90,9.00,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.70,4.70,2.90,9.00,0.10,0.20,2.30,0.20,0.50,0.10,0.10,0.10,2.70,4.70,2.90,9.00,0.10,0.20,2.30,0.20,0.50,0.10,0.20,0.10,2.80,4.80,3.00,9.20,0.10,0.20,2.40,0.20,0.40,0.10,0.10,0.10,2.50,4.50,2.70,8.80,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.50,4.50,2.70,8.80,0.10,0.20,2.30,0.20
2016-05-13,0.30,0.10,0.10,0.10,2.20,4.30,2.40,8.40,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.40,8.40,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.40,8.40,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.30,4.40,2.50,8.60,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.30,4.40,2.50,8.60,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.30,4.40,2.50,8.60,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.40,4.50,2.60,8.80,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.10,4.20,2.30,8.30,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.10,4.20,2.30,8.30,0.10,0.20,2.30,0.20
2016-05-14,0.30,0.10,0.10,0.10,2.00,4.20,2.30,8.60,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.00,4.10,2.30,8.60,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.00,4.20,2.30,8.60,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.40,8.70,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.40,8.70,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.40,8.70,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.20,4.40,2.50,8.90,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,1.90,4.10,2.20,8.50,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,1.90,4.10,2.20,8.50,0.10,0.20,2.30,0.20
2016-05-15,0.30,0.10,0.10,0.10,1.80,4.00,2.20,8.40,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,1.80,4.00,2.20,8.40,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,1.80,4.00,2.20,8.40,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,1.90,4.10,2.30,8.60,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,1.90,4.10,2.30,8.60,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,1.90,4.10,2.30,8.60,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.40,8.80,0.10,0.20,2.30,0.20,0.20,0.10,0.10,0.10,1.80,3.90,2.10,8.30,0.10,0.20,2.20,0.20,0.20,0.10,0.10,0.10,1.80,3.90,2.10,8.30,0.10,0.20,2.20,0.20
2016-05-16,0.20,0.10,0.10,0.10,1.80,4.00,2.30,8.70,0.10,0.20,2.20,0.20,0.20,0.10,0.10,0.10,1.80,4.00,2.30,8.70,0.10,0.20,2.20,0.20,0.20,0.10,0.10,0.10,1.80,4.00,2.30,8.70,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,1.90,4.10,2.40,8.80,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,1.90,4.10,2.40,8.80,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,1.90,4.10,2.40,8.80,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.50,9.00,0.10,0.20,2.30,0.20,0.20,0.10,0.10,0.10,1.80,3.90,2.20,8.60,0.10,0.20,2.20,0.20,0.20,0.10,0.10,0.10,1.80,3.90,2.20,8.60,0.10,0.20,2.20,0.20
2016-05-17,0.30,0.10,0.10,0.10,2.10,4.30,2.60,9.60,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.60,9.60,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.60,9.60,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.20,4.50,2.70,9.70,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.20,4.50,2.70,9.70,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.20,4.50,2.70,9.80,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.60,2.90,9.90,0.10,0.20,2.30,0.20,0.20,0.10,0.10,0.10,2.00,4.30,2.60,9.50,0.10,0.20,2.20,0.20,0.20,0.10,0.10,0.10,2.00,4.30,2.60,9.50,0.10,0.20,2.20,0.20
2016-05-18,0.30,0.10,0.10,0.10,2.40,4.70,3.10,9.80,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.40,4.70,3.10,9.80,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.40,4.70,3.10,9.80,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.50,4.80,3.20,10.00,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.50,4.80,3.20,9.90,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.50,4.80,3.20,10.00,0.10,0.20,2.20,0.20,0.40,0.10,0.10,0.10,2.70,5.00,3.40,10.10,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.40,4.60,3.00,9.70,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.40,4.60,3.00,9.70,0.10,0.20,2.20,0.20
2016-05-19,0.40,0.10,0.10,0.10,2.70,4.70,3.20,9.60,0.10,0.20,2.20,0.20,0.40,0.10,0.10,0.10,2.70,4.70,3.20,9.60,0.10,0.20,2.20,0.20,0.40,0.10,0.10,0.10,2.70,4.70,3.20,9.60,0.10,0.20,2.20,0.20,0.40,0.10,0.10,0.10,2.80,4.90,3.30,9.80,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.80,4.90,3.30,9.80,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.80,4.90,3.30,9.80,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,3.00,5.10,3.40,10.00,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.60,4.70,3.10,9.60,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.60,4.70,3.10,9.60,0.10,0.20,2.20,0.20
2016-05-20,0.30,0.10,0.10,0.10,2.40,4.30,2.70,8.60,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.40,4.30,2.70,8.60,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.40,4.30,2.70,8.60,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.50,4.40,2.80,8.80,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.50,4.40,2.80,8.80,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.50,4.40,2.80,8.80,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.70,4.60,3.00,9.00,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.40,4.20,2.70,8.50,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.40,4.20,2.70,8.50,0.10,0.20,2.20,0.20
2016-05-21,0.30,0.10,0.10,0.10,2.30,4.10,2.60,8.30,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.10,2.60,8.30,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.10,2.60,8.30,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.70,8.40,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.70,8.40,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.70,8.40,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.50,4.40,2.80,8.60,0.10,0.20,2.30,0.20,0.30,0.10,0.10,0.10,2.20,4.00,2.50,8.20,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.20,4.00,2.50,8.20,0.10,0.20,2.20,0.20
2016-05-22,0.30,0.10,0.10,0.10,2.30,4.20,2.80,8.80,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.80,8.80,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.80,8.80,0.10,0.20,2.20,0.20,0.40,0.10,0.10,0.10,2.40,4.30,2.80,8.90,0.10,0.10,2.30,0.20,0.40,0.10,0.10,0.10,2.40,4.30,2.80,8.90,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.40,4.30,2.80,8.90,0.10,0.20,2.30,0.20,0.40,0.10,0.10,0.10,2.50,4.50,3.00,9.10,0.10,0.10,2.30,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.70,8.80,0.10,0.20,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.70,8.80,0.10,0.10,2.20,0.20
2016-05-23,0.30,0.10,0.10,0.10,2.30,4.20,2.80,9.00,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.80,9.00,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.80,9.00,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,2.40,4.30,2.90,9.10,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,2.40,4.30,2.90,9.10,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,2.40,4.30,2.90,9.10,0.10,0.10,2.30,0.20,0.40,0.10,0.10,0.10,2.50,4.50,3.00,9.20,0.10,0.10,2.30,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.80,8.90,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.80,8.90,0.10,0.10,2.20,0.20
2016-05-24,0.30,0.10,0.10,0.10,2.20,4.10,2.60,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.20,4.10,2.60,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.20,4.10,2.60,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.10,2.70,8.70,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.10,2.70,8.70,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.10,2.70,8.70,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,2.30,4.30,2.80,8.80,0.10,0.10,2.30,0.20,0.30,0.10,0.10,0.10,2.20,4.00,2.60,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.20,4.00,2.60,8.60,0.10,0.10,2.20,0.20
2016-05-25,0.30,0.10,0.10,0.10,2.00,3.80,2.40,8.40,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.00,3.80,2.40,8.40,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.00,3.80,2.40,8.40,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.00,3.90,2.40,8.40,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.00,3.90,2.40,8.40,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.00,3.90,2.40,8.40,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.10,4.00,2.50,8.50,0.10,0.10,2.30,0.20,0.30,0.10,0.10,0.10,1.90,3.80,2.40,8.40,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,1.90,3.80,2.40,8.40,0.10,0.10,2.20,0.20
2016-05-26,0.30,0.10,0.10,0.10,1.90,3.90,2.40,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,1.90,3.90,2.40,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,1.90,3.90,2.40,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,1.90,3.90,2.40,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,1.90,3.90,2.40,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,1.90,3.90,2.40,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.00,4.00,2.50,8.70,0.10,0.10,2.30,0.20,0.30,0.10,0.10,0.10,1.90,3.80,2.40,8.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,1.90,3.80,2.40,8.60,0.10,0.10,2.20,0.20
2016-05-27,0.20,0.10,0.10,0.10,1.90,3.90,2.50,9.20,0.10,0.10,2.10,0.20,0.20,0.10,0.10,0.10,1.90,3.90,2.50,9.20,0.10,0.10,2.10,0.20,0.20,0.10,0.10,0.10,1.90,3.90,2.50,9.20,0.10,0.10,2.10,0.20,0.20,0.10,0.10,0.10,1.90,4.00,2.50,9.10,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.90,4.00,2.50,9.10,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.90,4.00,2.50,9.10,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.90,4.00,2.50,9.10,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.90,3.90,2.50,9.20,0.10,0.10,2.10,0.20,0.20,0.10,0.10,0.10,1.90,3.90,2.50,9.20,0.10,0.10,2.10,0.20
2016-05-28,0.30,0.10,0.10,0.10,2.10,4.30,2.80,10.00,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.80,10.10,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.80,10.00,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.80,10.00,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.80,10.00,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.80,10.00,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.10,4.30,2.70,9.90,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.80,10.10,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.80,10.10,0.10,0.10,2.10,0.20
2016-05-29,0.30,0.10,0.10,0.10,2.30,4.40,2.80,9.80,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.30,4.40,2.80,9.80,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.30,4.40,2.80,9.80,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.70,9.60,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.70,9.70,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.70,9.70,0.10,0.10,2.10,0.20,0.20,0.10,0.10,0.10,2.10,4.30,2.60,9.50,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.40,2.80,9.90,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.30,4.40,2.80,9.80,0.10,0.10,2.10,0.20
2016-05-30,0.30,0.10,0.10,0.10,2.40,4.40,2.90,9.80,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.40,4.50,2.90,9.80,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.40,4.40,2.90,9.80,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.40,2.80,9.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.40,2.80,9.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.40,2.80,9.60,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,2.10,4.20,2.60,9.30,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.40,4.50,3.00,9.90,0.10,0.10,2.10,0.20,0.30,0.10,0.10,0.10,2.40,4.50,3.00,9.90,0.10,0.10,2.10,0.20
2016-05-31,0.40,0.10,0.10,0.10,2.70,4.80,3.30,10.30,0.10,0.10,2.20,0.30,0.40,0.10,0.10,0.10,2.70,4.80,3.30,10.30,0.10,0.10,2.20,0.30,0.40,0.10,0.10,0.10,2.70,4.80,3.30,10.30,0.10,0.10,2.20,0.30,0.30,0.10,0.10,0.10,2.60,4.70,3.10,10.00,0.10,0.10,2.20,0.30,0.30,0.10,0.10,0.10,2.60,4.70,3.10,10.00,0.10,0.10,2.20,0.30,0.30,0.10,0.10,0.10,2.60,4.70,3.10,10.00,0.10,0.10,2.20,0.30,0.30,0.10,0.10,0.10,2.40,4.50,2.80,9.70,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,2.80,4.90,3.40,10.50,0.10,0.10,2.20,0.30,0.40,0.10,0.10,0.10,2.80,4.90,3.40,10.50,0.10,0.10,2.20,0.30
