Date	Seq.Day	Frc.Max.Daylight	Temp.ANH	Temp.HON	Temp.SSI	NTU.ANH	NTU.HON	NTU.SSI
9/11/2019	103	0.85005637	21.8894825	21.050295	21.156785	8.6396875	30.59302083	6.828958333
9/12/2019	104	0.846674183	22.1001475	21.38307625	21.31362625	8.433958333	28.79546875	6.7515625
9/13/2019	105	0.845546787	22.41556625	21.9450425	21.56248875	8.646145833	26.18854167	6.740416667
9/14/2019	106	0.8421646	22.6557475	22.068895	21.7760475	9.073229167	31.45619792	6.91625
9/15/2019	107	0.839909808	22.44334625	21.73148375	21.6116825	9.446875	53.26114583	7.054270833
9/16/2019	108	0.836527621	22.1510775	21.56711875	21.31015375	10.03614583	42.41052083	6.5246875
9/17/2019	109	0.833145434	21.89527	21.16662375	21.01036125	8.831354167	37.40447917	6.149583333
9/18/2019	110	0.830890643	21.624415	21.0375625	20.7204075	8.305520833	38.72322917	5.835416667
9/19/2019	111	0.828635851	21.39523	20.82400375	20.57109	7.4371875	26.7625	4.867604167
9/20/2019	112	0.82638106	21.45484125	20.81705875	20.4912225	6.682083333	19.85515625	4.310104167
9/21/2019	113	0.822998873	21.63599	21.068815	20.3939925	6.320729167	15.24958333	4.113020833
9/22/2019	114	0.820744081	21.652195	21.2528575	20.50337625	6.576041667	13.8390625	4.245416667
9/23/2019	115	0.817361894	21.65971875	21.0665	20.38531125	6.421354167	21.44822917	4.084583333
9/24/2019	116	0.815107103	21.70138875	21.26616875	20.34132625	7.033541667	17.99479167	4.37
9/25/2019	117	0.811724915	21.86691125	21.4681525	20.45707625	7.951875	15.1521875	5.4390625
9/26/2019	118	0.809470124	21.8640175	21.44442375	20.62202	9.795416667	48.16322917	7.098541667
9/27/2019	119	0.807215333	21.52081875	20.83037	20.34827125	11.00177083	52.41541667	8.121458333
9/28/2019	120	0.803833145	21.00804625	20.0560025	19.81929375	11.10239583	63.67333333	8.0678125
9/29/2019	121	0.801578354	20.4148275	19.499245	19.31693875	10.84416667	41.83432292	7.8365625
9/30/2019	122	0.798196167	20.05716	18.83484	18.94596	6.65	34.75	6.24
