scenario,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-b,10800-b,10800-b,10800-b,10800-b,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-b,15000-b,15000-b,15000-b,15000-b,21000,21000,21000,21000,21000,Noaction,Noaction,Noaction,Noaction,Noaction,fallx2,fallx2,fallx2,fallx2,fallx2
2016-08-27,7698.63,61304.48,36839.61,22056.79,7348.68,7691.72,60974.06,36445.84,16703.51,7207.45,7698.63,61343.66,36867.03,22060.63,7354.16,7701.65,61442.95,37030.32,24189.89,7452.30,7691.72,60973.28,36464.28,17243.81,7223.13,7691.72,60970.68,36452.38,17166.96,7214.05,7701.65,61655.46,37240.11,25498.83,7534.98,7691.72,60976.32,36443.28,16105.84,7204.41,7691.86,61010.64,36478.38,15940.25,7210.50
2016-08-28,7694.85,61223.18,36768.15,22104.55,7305.59,7691.16,60884.72,36370.91,16937.06,7176.52,7694.99,61257.20,36787.01,22147.47,7304.43,7696.13,61368.81,36947.64,24148.83,7400.30,7691.16,60880.86,36388.52,17392.87,7192.86,7691.16,60885.44,36386.69,17329.66,7187.67,7699.25,61538.48,37152.33,25366.99,7501.91,7691.16,60885.86,36366.18,16390.37,7172.80,7691.16,60915.36,36391.34,16357.88,7178.14
2016-08-29,7690.51,60673.06,36200.85,22233.47,7199.81,7687.10,60369.30,35815.87,17296.07,7059.99,7692.60,60716.89,36223.27,22316.21,7197.39,7693.25,60803.69,36370.52,24190.11,7290.07,7687.10,60364.51,35816.76,17679.57,7061.44,7687.10,60369.92,35821.96,17622.83,7062.87,7695.86,60976.99,36566.86,25321.54,7384.87,7687.10,60366.68,35804.22,16840.44,7052.76,7687.10,60398.16,35830.83,16969.89,7059.72
2016-08-30,7688.92,60443.12,35906.86,21914.99,7071.11,7686.37,60219.53,35606.16,17019.20,6947.69,7688.92,60500.73,35941.62,22036.19,7075.65,7691.23,60631.26,36095.18,23905.94,7132.05,7686.07,60213.12,35616.63,17347.84,6957.84,7686.07,60215.44,35613.47,17307.85,6953.71,7692.12,60778.00,36257.02,25056.89,7220.79,7686.37,60225.65,35623.76,16609.13,6962.39,7686.37,60264.32,35641.03,16887.61,6962.03
2016-08-31,7678.82,59950.91,35136.66,21764.14,6759.78,7674.74,59767.00,34826.20,16989.25,6568.57,7681.68,60017.72,35181.66,21975.16,6765.99,7682.30,60084.22,35348.11,23765.70,6851.53,7674.74,59768.23,34842.36,17283.68,6578.36,7674.74,59771.78,34837.35,17246.97,6571.32,7683.14,60226.19,35476.69,24839.96,6907.31,7674.74,59772.66,34826.08,16635.77,6568.09,7675.28,59847.37,34899.67,17081.21,6592.32
2016-09-01,7635.57,59415.95,34139.49,21391.44,6164.65,7612.59,59256.47,33920.01,16671.67,6065.94,7636.69,59471.34,34172.79,21674.33,6172.57,7643.94,59510.80,34260.61,23388.46,6231.50,7610.75,59254.83,33924.44,16923.30,6066.85,7610.75,59255.36,33917.43,16892.17,6062.60,7658.25,59637.96,34413.92,24542.35,6322.27,7612.49,59258.90,33928.33,16313.02,6073.68,7615.13,59353.34,33994.93,16966.68,6075.86
2016-09-02,7600.51,59356.62,33959.48,20486.34,6017.06,7575.79,59211.86,33744.22,15755.26,5915.93,7604.39,59424.34,34020.01,20847.02,6040.88,7611.32,59453.88,34080.52,22513.75,6069.06,7576.70,59208.50,33764.07,16035.11,5934.68,7576.61,59215.81,33762.48,15994.72,5929.75,7622.38,59553.69,34187.60,23936.98,6119.22,7576.45,59209.08,33746.41,15502.42,5922.34,7586.96,59318.40,33852.64,16348.85,5956.22
2016-09-03,7568.57,59085.81,33537.58,20144.97,5838.89,7564.01,58997.40,33423.84,15519.15,5787.42,7573.29,59155.90,33591.72,20608.65,5858.01,7574.08,59143.31,33598.68,22100.13,5869.82,7563.78,58997.20,33435.26,15730.19,5798.97,7563.69,58998.90,33429.59,15703.23,5790.83,7576.46,59203.96,33650.85,23574.78,5896.07,7563.77,58996.44,33424.59,15297.31,5790.16,7567.21,59097.75,33502.75,16344.29,5811.57
2016-09-04,7594.17,59434.58,33946.80,19491.10,5965.92,7584.22,59352.22,33827.73,15051.22,5906.66,7599.48,59510.92,34011.00,20079.75,5991.58,7599.38,59486.85,34014.55,21395.84,6001.27,7584.98,59352.59,33836.89,15267.95,5914.46,7584.85,59347.32,33823.33,15249.76,5906.40,7604.95,59548.90,34088.93,22958.84,6037.75,7584.32,59354.25,33827.56,14798.76,5905.05,7592.01,59477.35,33938.33,16140.40,5946.96
2016-09-05,7558.67,59104.32,33417.16,19480.92,5761.92,7558.54,59055.34,33376.69,15272.76,5750.74,7560.38,59168.74,33471.13,20221.85,5765.49,7559.70,59146.94,33459.75,21287.41,5772.06,7558.72,59060.88,33391.02,15451.78,5758.81,7558.72,59058.15,33379.78,15424.12,5751.14,7560.50,59171.32,33485.55,22732.82,5777.31,7558.72,59054.36,33374.94,15039.51,5749.79,7559.47,59158.53,33441.53,16681.99,5764.51
2016-09-06,7554.02,59025.73,33259.01,19023.97,5707.57,7554.13,59000.24,33237.00,15329.53,5703.56,7554.93,59081.76,33281.41,19817.79,5708.68,7554.28,59042.57,33269.96,20667.72,5713.47,7554.28,58997.88,33249.11,15514.53,5713.40,7554.28,58994.19,33232.95,15489.14,5704.48,7554.28,59069.56,33283.11,21939.45,5718.97,7554.28,59001.35,33241.55,15097.34,5703.71,7554.22,59086.78,33288.80,16907.63,5718.35
2016-09-07,7572.49,59744.46,33909.91,16820.81,5754.50,7572.57,59729.25,33884.82,13536.96,5742.15,7573.46,59804.99,33943.61,17707.03,5761.69,7572.88,59759.40,33925.66,18372.22,5760.31,7572.74,59721.49,33892.92,13681.69,5751.86,7572.74,59732.22,33896.67,13675.27,5745.35,7573.07,59762.56,33923.30,19775.08,5762.90,7572.74,59724.12,33849.89,13352.71,5735.92,7574.55,59816.84,33940.10,15191.20,5759.46
2016-09-08,7577.18,59893.62,34046.43,17237.02,5773.54,7577.26,59883.83,33997.46,13567.92,5761.55,7583.06,59975.57,34096.57,18364.26,5777.14,7576.39,59910.99,34065.93,18851.57,5783.19,7577.44,59882.10,34030.91,13734.94,5771.90,7577.44,59893.58,34039.33,13728.16,5770.38,7576.39,59916.61,34071.04,20227.07,5790.79,7577.44,59882.29,33906.60,13359.32,5751.07,7583.12,60010.73,34113.90,15717.89,5777.79
2016-09-09,7589.49,60124.13,34320.55,17299.81,5804.89,7589.45,60113.62,34242.02,13593.74,5799.83,7589.93,60203.61,34372.43,18552.73,5813.76,7590.07,60128.90,34335.05,18843.86,5814.98,7589.04,60101.19,34284.66,13767.75,5809.76,7589.04,60105.34,34280.69,13762.89,5801.08,7589.75,60127.82,34324.58,20172.78,5816.19,7589.39,60115.86,34131.11,13367.82,5786.29,7590.78,60226.80,34383.89,16151.46,5818.74
2016-09-10,7623.46,60131.20,34537.37,17163.99,6045.26,7622.26,60117.23,34374.11,13692.06,5977.68,7630.35,60199.52,34590.12,18602.15,6061.43,7624.20,60133.26,34554.13,18658.04,6060.22,7621.22,60113.25,34459.32,13880.38,6013.97,7621.60,60116.90,34449.66,13866.72,6004.17,7624.62,60129.41,34542.94,19874.22,6055.13,7621.55,60117.16,34249.85,13480.31,5931.95,7632.46,60242.40,34621.85,16443.66,6071.14
2016-09-11,7678.22,60323.92,35227.94,17210.78,6606.48,7677.19,60325.35,35013.21,13768.81,6482.50,7680.67,60387.38,35361.89,18784.16,6704.57,7678.22,60313.33,35264.81,18662.61,6653.34,7677.19,60322.46,35122.64,13959.83,6522.57,7677.19,60318.58,35102.40,13950.85,6511.50,7678.22,60305.27,35276.40,19831.75,6675.58,7677.19,60322.02,34862.87,13540.88,6433.24,7680.67,60432.66,35337.85,16894.73,6663.59
2016-09-12,7680.66,60233.65,35247.40,18204.68,6687.57,7680.66,60217.53,35186.47,14781.23,6643.62,7681.77,60315.75,35371.74,19969.01,6771.12,7680.69,60245.33,35280.13,19649.36,6708.65,7680.66,60218.31,35195.74,15001.03,6646.94,7680.66,60218.64,35204.02,14985.81,6654.85,7680.69,60252.10,35295.36,20795.25,6723.14,7680.66,60214.21,35131.48,14526.29,6634.41,7682.77,60347.79,35362.42,18372.13,6752.09
2016-09-13,7677.67,60069.27,35140.29,18616.16,6664.03,7677.67,60050.92,35074.77,15372.17,6600.27,7678.22,60154.36,35275.97,20444.06,6746.97,7678.22,60098.56,35177.96,19982.90,6680.26,7677.87,60052.45,35076.47,15573.42,6604.96,7677.67,60050.31,35082.06,15556.44,6612.30,7678.22,60092.00,35208.63,21051.39,6704.59,7677.11,60044.89,35068.19,15158.40,6596.65,7678.22,60196.70,35268.38,19104.24,6731.78
2016-09-14,7675.28,59813.73,34830.72,18079.24,6546.63,7675.11,59809.52,34785.73,15097.91,6488.60,7677.77,59924.90,34974.93,19968.65,6637.15,7676.09,59827.53,34872.41,19366.72,6578.44,7675.28,59807.75,34783.30,15306.26,6490.07,7675.28,59804.57,34775.17,15268.15,6484.70,7677.64,59820.63,34885.98,20355.92,6601.42,7674.74,59799.35,34778.27,14885.26,6491.58,7680.63,59991.38,35016.69,18889.05,6635.33
2016-09-15,7681.68,59984.62,35233.94,17248.75,6776.21,7681.68,59972.06,35093.04,14367.47,6723.70,7684.72,60106.15,35389.90,19255.11,6856.79,7681.68,60003.10,35276.94,18460.25,6798.87,7681.68,59974.06,35159.59,14594.66,6733.11,7681.68,59976.26,35152.99,14574.02,6732.73,7682.30,60001.73,35307.94,19415.76,6828.65,7681.68,59971.61,35021.29,14142.45,6729.14,7684.72,60160.41,35430.63,18361.41,6872.48
2016-09-16,7664.43,59497.88,34450.06,16969.07,6382.71,7663.98,59493.71,34279.53,14242.21,6345.23,7666.36,59629.24,34590.95,19145.37,6450.62,7664.43,59506.03,34475.71,18140.95,6403.91,7663.98,59495.60,34357.87,14479.19,6359.62,7663.98,59494.13,34336.93,14461.92,6342.97,7664.43,59496.91,34485.30,19073.23,6425.98,7663.98,59486.50,34173.71,14006.62,6324.85,7667.37,59709.77,34670.16,18405.38,6484.34
2016-09-17,7669.57,59389.94,34684.49,16690.86,6701.05,7669.57,59381.82,34448.95,14129.20,6683.53,7670.63,59511.23,34842.71,18944.82,6778.42,7670.62,59374.94,34706.96,17784.33,6721.88,7669.57,59374.85,34528.98,14372.50,6675.36,7669.57,59371.95,34513.83,14336.78,6672.62,7670.62,59384.06,34713.43,18594.52,6730.10,7669.57,59384.54,34336.40,13897.17,6677.24,7671.90,59569.24,34893.15,18400.06,6800.48
2016-09-18,7688.67,59985.13,35612.19,15418.03,7137.90,7687.82,59994.62,34964.43,12972.99,7124.92,7689.44,60113.25,35740.12,17889.32,7182.46,7688.67,59986.87,35638.29,16477.41,7156.07,7687.82,59993.54,35093.84,13215.15,7134.37,7687.82,59994.60,35059.33,13178.30,7124.30,7686.25,59970.63,35631.16,17305.16,7155.78,7687.82,59988.36,34853.97,12769.21,7126.98,7689.47,60177.36,35770.48,17531.92,7184.87
2016-09-19,7696.96,60604.46,36258.52,13635.33,7456.72,7696.96,60607.95,34955.34,11149.14,7359.69,7699.22,60695.58,36555.15,16368.48,7526.35,7696.96,60611.89,36466.69,14681.62,7485.89,7696.96,60606.80,35168.56,11434.99,7399.29,7696.96,60608.90,35131.99,11392.88,7390.61,7696.96,60594.18,36470.67,15441.39,7498.35,7695.49,60605.98,34738.34,10861.77,7313.33,7699.22,60774.26,36608.97,16175.38,7536.80
2016-09-20,7693.71,60840.14,36036.82,13053.59,7277.33,7691.38,60861.79,34209.55,10248.21,6973.68,7694.66,60943.60,36564.60,15988.41,7343.02,7693.71,60836.43,36420.26,14036.60,7302.95,7692.23,60842.35,34460.91,10577.09,7051.81,7691.85,60840.75,34430.31,10543.58,7035.04,7694.11,60817.22,36456.35,14774.27,7307.48,7688.64,60842.60,33846.19,9850.87,6910.23,7694.66,61030.59,36637.82,16026.69,7359.02
2016-09-21,7643.05,59899.40,34390.99,13976.34,6227.44,7640.34,59907.80,32187.96,10862.91,6089.22,7647.11,59972.27,34633.61,17481.20,6271.74,7644.05,59898.90,34570.79,14983.74,6244.77,7640.74,59909.02,32812.40,11561.61,6141.98,7640.58,59908.57,32753.36,11495.09,6131.47,7644.16,59869.52,34567.34,15646.24,6250.63,7639.93,59900.46,31732.79,10358.71,6040.16,7658.83,60062.78,34713.53,17706.45,6306.50
2016-09-22,7569.49,59346.53,33664.67,15432.96,5817.74,7569.95,59369.15,32935.58,13245.54,5789.29,7572.47,59452.51,33746.11,18749.83,5829.08,7569.98,59340.94,33672.22,16296.04,5825.33,7569.35,59364.55,33132.59,13600.26,5795.51,7569.68,59361.12,33100.46,13537.08,5793.63,7569.49,59318.12,33655.04,16863.37,5816.55,7569.91,59366.74,32630.71,12809.83,5776.29,7578.66,59524.21,33804.86,19136.17,5851.62
2016-09-23,7557.71,59087.11,33369.50,15731.03,5763.82,7557.67,59093.21,33061.91,14018.36,5744.13,7558.93,59136.88,33408.38,18787.82,5762.58,7556.36,59092.61,33382.28,16476.48,5764.38,7557.32,59094.03,33196.21,14319.37,5748.77,7557.46,59098.52,33169.54,14278.50,5746.02,7556.57,59079.21,33381.30,16863.11,5763.83,7557.32,59099.80,32946.05,13761.10,5738.74,7557.97,59195.34,33431.71,19272.23,5765.48
2016-09-24,7573.28,59011.88,33463.27,15272.41,5871.52,7573.70,59020.46,33141.90,13917.35,5853.68,7575.92,59065.68,33520.01,18221.72,5898.37,7571.88,59016.42,33475.57,15860.96,5874.81,7572.95,59019.71,33264.53,14161.48,5868.10,7572.95,59024.89,33245.55,14117.39,5864.44,7572.55,59006.43,33483.07,16222.52,5884.29,7573.28,59021.97,33030.47,13682.64,5855.47,7579.27,59126.62,33555.94,18819.38,5909.69
2016-09-25,7600.97,59209.79,33663.70,14102.96,6031.03,7602.69,59225.95,33090.71,12791.29,6022.09,7611.21,59303.07,33893.52,17078.83,6063.00,7598.96,59216.21,33804.22,14630.47,6037.08,7602.61,59222.53,33217.94,13038.86,6029.52,7603.00,59227.56,33195.92,12997.57,6027.25,7598.51,59193.46,33801.65,14897.88,6034.59,7602.70,59221.07,32928.37,12544.29,6018.46,7622.27,59370.57,33955.59,17785.16,6088.64
2016-09-26,7624.71,59337.24,33293.07,12626.20,6084.77,7621.48,59343.23,32374.78,11158.95,6052.40,7635.17,59407.69,34110.78,15856.97,6162.81,7624.97,59340.96,33599.82,13151.58,6106.44,7623.87,59344.35,32623.13,11499.64,6068.99,7623.22,59349.46,32613.37,11457.45,6071.22,7622.87,59323.29,33681.88,13353.97,6101.29,7621.31,59345.45,32142.34,10871.53,6042.34,7642.07,59487.58,34193.62,16799.34,6210.00
2016-09-27,7663.75,59679.06,32797.51,10465.73,6284.24,7659.70,59689.33,31628.02,8997.31,6072.70,7664.97,59756.47,34588.48,14206.28,6354.01,7663.75,59680.65,33226.00,11025.04,6314.46,7661.45,59698.47,31922.47,9344.25,6150.56,7661.29,59696.42,31870.48,9277.72,6143.82,7663.75,59650.80,33372.69,11207.52,6323.82,7658.19,59688.37,31410.41,8723.40,6014.01,7672.93,59830.45,34690.05,15357.01,6406.95
2016-09-28,7673.16,60138.82,32014.63,9174.27,6049.64,7631.12,60140.69,30437.28,7477.71,5772.91,7678.22,60208.79,34809.53,13627.32,6317.64,7675.23,60143.08,32849.63,10075.01,6164.55,7662.13,60141.40,30753.11,7824.00,5848.57,7659.10,60139.13,30702.44,7773.00,5829.77,7675.50,60128.63,33055.87,10281.27,6184.95,7599.62,60137.15,30217.81,7227.75,5707.63,7678.22,60257.15,34995.49,14886.35,6344.74
2016-09-29,7576.84,59501.25,30288.24,9080.17,5533.88,7513.66,59515.67,28283.49,7013.32,5309.68,7585.48,59573.53,33962.57,14453.03,5902.98,7579.34,59492.17,31535.57,10266.25,5716.43,7554.12,59513.96,28723.63,7477.59,5378.48,7548.70,59513.75,28639.56,7388.74,5367.62,7580.28,59497.10,31947.75,10615.62,5743.67,7486.43,59510.29,28146.54,6863.43,5264.10,7590.59,59671.10,34063.81,16089.20,5926.38
2016-09-30,7553.12,58932.57,29251.57,9218.66,5386.11,7525.99,58946.52,27088.80,7007.92,5191.57,7557.74,58996.13,33305.73,15722.57,5738.69,7554.43,58937.23,30983.18,10877.43,5598.71,7550.86,58952.41,27620.52,7560.83,5251.49,7550.33,58948.81,27516.10,7459.55,5234.34,7554.59,58941.01,31631.51,11459.91,5642.37,7488.74,58947.11,27092.72,6998.87,5137.46,7560.67,59054.24,33346.67,17515.72,5750.58
2016-10-01,7559.91,59064.62,29810.80,9527.81,5542.56,7544.41,59077.04,27067.74,6841.10,5206.32,7560.72,59113.95,33425.82,15748.85,5758.07,7560.80,59081.20,32034.85,11770.65,5686.78,7555.85,59078.93,27477.74,7268.80,5286.16,7554.89,59071.43,27324.06,7125.63,5266.80,7560.84,59081.78,32049.90,11694.43,5708.26,7506.63,59076.56,27102.27,6866.25,5146.69,7567.45,59184.63,33481.14,17629.52,5771.56
2016-10-02,7542.46,58606.52,30509.83,11279.47,5625.73,7537.38,58626.41,27032.27,7787.41,5234.76,7544.24,58659.66,32900.02,16795.07,5682.76,7542.46,58637.31,31953.15,12776.48,5674.60,7539.66,58628.56,27731.57,8488.93,5302.42,7538.60,58616.07,27562.27,8336.48,5287.63,7542.46,58642.41,31888.41,12607.59,5673.77,7534.77,58627.48,26814.25,7601.33,5155.37,7544.65,58729.51,32947.90,18634.15,5685.61
2016-10-03,7552.11,58884.02,31461.47,11738.98,5690.80,7549.89,58901.79,28353.97,8547.39,5424.55,7553.18,58914.91,33153.55,15998.06,5719.74,7553.07,58905.26,32202.14,12500.27,5714.99,7551.13,58899.58,29171.20,9386.14,5575.09,7551.13,58891.19,28992.55,9209.29,5553.12,7552.79,58908.86,32159.36,12375.54,5710.23,7547.38,58899.92,27922.38,8230.24,5198.46,7556.57,58986.74,33204.85,17775.57,5720.52
2016-10-04,7541.50,58705.71,31537.50,11986.00,5622.92,7540.72,58719.95,28527.23,8891.60,5423.19,7542.17,58734.20,32891.32,15734.65,5654.89,7541.78,58728.45,31965.36,12430.58,5648.38,7541.78,58720.91,29525.07,9905.42,5530.82,7541.78,58708.58,29310.03,9703.43,5509.42,7541.78,58743.64,31877.53,12228.70,5642.95,7538.59,58720.85,27923.50,8369.67,5185.42,7542.32,58784.79,32914.81,17529.37,5652.71
2016-10-05,7533.66,58576.75,31746.83,12532.87,5616.70,7532.98,58601.54,29406.95,10063.50,5478.77,7533.94,58614.38,32754.40,15828.11,5629.24,7533.94,58598.70,31971.14,12785.73,5624.90,7533.94,58605.46,30089.44,10798.88,5553.43,7533.94,58592.57,29895.76,10609.09,5538.28,7533.94,58608.06,31870.89,12570.73,5620.61,7532.78,58603.75,29113.29,9735.26,5389.40,7533.96,58651.03,32765.03,17545.40,5622.31
2016-10-06,7529.48,58523.51,31613.05,12367.94,5601.48,7529.76,58536.01,29637.76,10291.62,5497.36,7529.76,58539.27,32655.25,15289.02,5610.56,7529.76,58545.75,31774.81,12544.86,5607.66,7529.76,58535.21,30304.51,11016.65,5554.29,7529.76,58525.50,30084.47,10794.04,5541.17,7529.76,58559.31,31684.48,12344.85,5603.54,7529.76,58537.18,29598.07,10217.78,5440.45,7529.76,58567.96,32658.86,17047.14,5604.02
2016-10-07,7528.90,58532.85,31233.45,11633.17,5569.09,7529.18,58547.68,29478.30,9800.80,5490.65,7529.27,58551.19,32609.28,14331.82,5600.52,7529.18,58552.17,31374.10,11782.06,5597.45,7529.18,58547.51,30223.31,10583.32,5546.88,7529.18,58539.59,29946.43,10314.47,5530.71,7529.18,58567.74,31286.27,11608.72,5587.43,7529.18,58545.46,29610.08,9901.31,5427.34,7530.16,58568.20,32635.88,16069.36,5595.29
2016-10-08,7538.46,58745.58,30827.39,10568.52,5563.76,7537.46,58759.39,29138.95,8852.83,5440.71,7538.73,58763.10,32543.46,13388.29,5638.87,7538.73,58771.13,31012.12,10748.95,5591.94,7537.77,58760.85,30045.84,9757.09,5532.51,7537.77,58754.65,29688.74,9413.74,5512.92,7538.73,58784.42,30892.35,10565.30,5582.33,7535.99,58764.25,29364.87,9098.50,5353.67,7538.73,58792.29,32868.62,15154.48,5634.14
2016-10-09,7550.67,59132.43,30311.96,8771.66,5410.92,7511.38,59150.34,28614.58,7022.50,5296.60,7555.82,59154.89,32507.67,11867.12,5691.07,7553.74,59161.57,30542.85,8968.04,5473.59,7537.38,59125.13,29677.66,8132.59,5366.87,7534.42,59133.74,29459.92,7895.53,5354.45,7553.74,59165.88,30430.12,8783.47,5471.52,7487.59,59138.23,28679.34,7119.72,5205.48,7557.50,59213.97,33326.86,14111.52,5689.05
2016-10-10,7527.99,59201.96,29137.59,7811.26,5248.26,7478.07,59196.88,27644.86,6291.46,5129.86,7551.83,59210.21,32144.90,11543.51,5672.31,7547.25,59218.40,29450.01,8051.15,5353.38,7508.04,59189.85,28398.91,7066.21,5198.23,7502.44,59182.91,28172.69,6842.85,5183.26,7547.97,59224.32,29364.23,7879.87,5363.06,7456.47,59188.31,27746.82,6401.75,5063.38,7552.51,59251.68,33288.08,14300.94,5680.47
2016-10-11,7516.13,58943.49,28285.77,7602.59,5192.96,7462.64,58938.97,26745.74,6052.34,5088.97,7550.59,58942.71,31881.98,11754.03,5690.12,7541.21,58959.90,28606.16,7885.12,5260.62,7492.58,58923.42,27622.64,6953.80,5151.66,7487.35,58924.56,27349.54,6682.76,5137.35,7544.65,58970.26,28568.34,7776.25,5271.34,7440.63,58931.29,27084.47,6398.21,5044.16,7554.24,59000.96,33162.44,14842.79,5700.62
2016-10-12,7486.93,58919.03,27574.95,6911.43,5149.07,7430.58,58917.08,26535.75,5868.56,5041.80,7552.34,58949.83,31671.21,11457.68,5698.34,7520.55,58933.16,28087.19,7397.27,5215.05,7465.25,58912.19,27089.98,6421.67,5116.88,7462.14,58910.78,26829.72,6159.39,5099.83,7530.19,58940.96,28087.51,7330.43,5230.23,7410.93,58910.98,26873.13,6201.00,4997.76,7555.55,58988.13,33258.29,14898.82,5731.43
2016-10-13,7538.53,59451.69,28353.45,6125.18,5660.71,7488.83,59494.28,27556.22,5277.51,5541.11,7641.27,59523.59,32083.41,10233.05,6269.97,7572.20,59496.16,28810.98,6535.16,5746.51,7508.72,59460.11,27959.92,5699.45,5605.58,7505.49,59458.54,27823.47,5577.31,5585.40,7581.84,59476.90,28812.10,6511.60,5750.34,7470.01,59438.32,27799.33,5559.61,5506.60,7659.39,59613.33,34366.93,14077.82,6419.69
2016-10-14,7535.53,60097.78,29297.78,5539.42,6205.05,7494.84,60206.50,28734.66,4864.95,6112.35,7672.84,60149.07,32580.37,9181.03,6838.65,7571.71,60214.10,29787.38,5890.16,6299.32,7521.69,60074.01,28951.27,5208.29,6167.16,7518.56,60050.58,28842.96,5114.69,6154.89,7584.02,60134.73,29741.85,5864.83,6338.66,7471.57,60041.57,28803.32,5101.75,6043.60,7681.81,60211.72,35269.11,13309.61,7173.58
2016-10-15,7535.38,61434.66,31064.27,4974.34,6853.58,7484.86,61372.77,30365.49,4359.39,6720.71,7672.78,61454.14,33548.69,7961.74,7242.24,7561.47,61457.50,31421.78,5305.88,6919.11,7516.20,61384.36,30721.57,4688.97,6784.70,7510.68,61415.55,30709.75,4643.59,6777.49,7578.13,61465.60,31434.25,5288.33,6935.54,7462.60,61408.45,30630.54,4612.59,6665.14,7702.34,61512.92,36744.83,12552.73,7877.53
2016-10-16,7543.34,60612.52,29991.02,5395.41,6558.65,7505.87,60616.59,29475.43,4823.44,6479.71,7670.29,60612.19,31957.66,7916.56,6866.68,7576.94,60616.23,30353.11,5743.22,6639.04,7529.26,60593.52,29753.40,5106.20,6541.06,7525.99,60615.43,29725.96,5056.06,6530.89,7594.14,60620.53,30397.88,5758.61,6663.36,7480.92,60632.02,29647.26,4970.36,6434.44,7696.31,60694.37,35820.36,13071.24,7607.98
2016-10-17,7565.55,60258.66,29337.98,6079.52,6269.73,7530.37,60254.60,28897.83,5572.02,6208.73,7673.39,60246.48,31366.85,8500.04,6680.62,7613.63,60253.42,29680.93,6421.61,6349.60,7541.99,60307.00,29208.68,5840.99,6237.50,7539.84,60249.81,29122.74,5802.72,6241.62,7632.90,60242.09,29811.26,6531.71,6383.59,7514.68,60246.25,29053.25,5733.88,6167.93,7689.44,60349.60,35646.78,14358.47,7254.68
2016-10-18,7609.56,59872.64,28681.29,6769.39,5988.67,7546.28,59867.83,28303.74,6389.56,5884.49,7663.17,59870.23,31577.74,9828.17,6510.43,7645.18,59880.80,29001.84,7069.19,6058.41,7585.01,59861.56,28523.89,6582.56,5941.53,7576.32,59870.60,28499.60,6552.93,5933.83,7655.02,59869.65,29235.26,7301.01,6096.74,7525.56,59864.09,28434.34,6515.57,5849.25,7674.36,59960.19,35212.70,15630.04,6895.44
2016-10-19,7616.08,59593.76,28109.35,6938.95,5695.01,7562.73,59596.83,27839.33,6647.41,5606.46,7639.66,59587.61,32488.67,11493.12,6220.26,7633.46,59596.33,28607.10,7327.53,5892.44,7596.19,59575.82,28011.98,6839.11,5653.34,7590.68,59597.79,28009.70,6818.91,5644.23,7635.26,59589.54,29064.72,7756.26,5975.19,7534.14,59590.03,27925.58,6759.05,5558.27,7655.69,59671.78,34455.22,16002.49,6370.32
2016-10-20,7565.88,59528.64,28065.48,6814.03,5527.39,7518.34,59526.36,27454.58,6253.93,5338.17,7582.66,59515.78,32262.02,11330.46,5931.80,7577.67,59532.96,28551.20,7285.57,5669.80,7546.78,59516.52,27681.80,6497.29,5389.98,7543.26,59522.21,27623.85,6433.47,5376.35,7579.61,59524.58,29090.95,7810.93,5742.83,7485.12,59514.32,27528.18,6372.79,5287.07,7590.18,59570.68,33991.35,15456.46,6009.95
2016-10-21,7538.99,59213.70,27337.12,6448.36,5371.79,7491.79,59210.66,26982.15,6160.68,5176.13,7555.14,59205.21,31549.08,10907.43,5759.21,7549.87,59225.01,27787.02,6873.32,5520.53,7518.97,59198.72,27205.75,6358.36,5233.15,7514.84,59208.69,27176.11,6328.96,5214.96,7551.81,59205.09,28439.62,7537.67,5586.55,7459.42,59204.66,27113.30,6295.88,5131.43,7555.69,59253.33,33457.20,15165.25,5805.40
2016-10-22,7528.18,59285.34,27443.17,6333.44,5361.71,7476.76,59292.93,27173.88,6059.73,5202.39,7559.90,59280.89,31372.12,10375.08,5761.28,7554.76,59310.37,27767.87,6575.60,5515.54,7502.69,59281.86,27360.42,6248.44,5244.50,7499.44,59292.63,27355.61,6239.42,5234.75,7555.98,59285.51,28498.03,7344.55,5582.24,7454.33,59287.30,27286.60,6175.80,5166.58,7567.53,59343.50,33660.85,14774.14,5856.71
2016-10-23,7480.76,59317.34,27506.24,6033.79,5341.46,7424.95,59356.62,27173.21,5591.66,5239.49,7554.91,59339.30,30571.85,9174.16,5742.96,7519.43,59380.50,28282.38,6758.16,5469.85,7458.17,59318.84,27432.35,5887.46,5290.77,7450.08,59318.29,27424.98,5892.67,5275.75,7536.91,59381.87,28830.76,7286.10,5556.63,7411.35,59356.36,27414.46,5836.22,5211.92,7561.67,59459.79,33762.41,14135.84,5973.80
2016-10-24,7479.89,59444.11,27679.13,6179.57,5390.07,7434.64,59357.65,27280.53,5788.07,5303.58,7559.66,59420.06,30135.61,8719.09,5722.36,7516.55,59422.03,28611.05,7135.23,5499.01,7459.76,59371.21,27600.65,6103.31,5349.64,7456.50,59390.53,27614.01,6095.36,5345.96,7533.87,59388.85,29077.62,7668.86,5536.55,7419.95,59357.76,27516.89,6028.36,5267.80,7569.92,59448.66,33816.30,14205.81,6067.72
